created_at,Text,Tweet_ID
2019-06-01 19:36:30,"الهدف الاول لمحمد صلاح في نهائي عجيب 
#ليفربول_توتنهام https://t.co/Lho0Yfvy84",1134906588299444226
2019-06-01 19:36:31,"دخول مشجعة إلى ارضية الملعب !
المخرج حيووووووان 😡😡
#ليفربول_توتنهام 

 https://t.co/ONfAe6fhLS",1134906591940157441
2019-06-01 19:36:31,متفائل 😤 #ليفربول_توتنهام https://t.co/xbAt4BXP7D,1134906591663329280
2019-06-01 19:36:32,"والله حرام الليفر متقدم للحين

 #ليفربول_توتنهام",1134906597191376896
2019-06-01 19:36:33,"تمر العيديات وأنا إيش أكيد ثلاجة رماديه بسكوت موز م حد يفكر يعطيني🙂💔     

المهم &gt;&gt;لا يجي احد ويستخف دمه يقول تمر و… https://t.co/qW4coHuA7o",1134906599607345154
2019-06-01 19:36:33,لكل شبيح هنا 😘😘كان يمديك اليوم تشبح لميسي لصبح !! لو ركز الدفاع شوي 💔💔 #ليفربول_توتنهام https://t.co/HCynfq2DlJ,1134906599401828362
2019-06-01 19:36:33,"#ليفربول_توتنهام
قوووووول توتنهام",1134906601377345536
2019-06-01 19:36:33,"محمد صلاح يسجل الهدف الاول لصالح ليفربول من ضربة جزاء في الدقيقة الثانية .

#ليفربول_توتنهام 
#شارع_الصحافة https://t.co/1xCOYm3zOT",1134906598541934592
2019-06-01 19:36:34,"#ليفربول_توتنهام

شباب كيف اصير موظف بالامن حق الملعب 🙄 .",1134906604787306497
2019-06-01 19:36:34,"#ليفربول_توتنهام
في الدقيقة ٣٥ من الشوط الاول يقدر يفطر ابو صلاح وماني 
لانه موعد أذان المغرب بتوقيت مدريد",1134906605336760320
2019-06-01 19:36:35,"تعبان بيضرب في ميت
#ليفربول_توتنهام",1134906607035437056
2019-06-01 19:36:35,"هدف محمد صلاح

 #ليفربول_توتنهام https://t.co/iCxBEjRw6K",1134906605940748295
2019-06-01 19:36:35,"اسوء الرجال حظاََ

#ليفربول_توتنهام https://t.co/LzzVmdG91Z",1134906608260190208
2019-06-01 19:36:37,"ابو مكه واضرااااب 
الاول 😍💪💪
#ليفربول_توتنهام",1134906615793102848
2019-06-01 19:36:36,"القارئ العراقي💞

تلاوة خاشعة ومؤثرة بصوت رائع🌹🕊️

ريتويت ليكون صدقة جارية بإذن لله 💚

#ريتويت_للأجر 
#ليلة_القدر… https://t.co/U56zWsHKTm",1134906612064432128
2019-06-01 19:36:39,يارب #ليفربول_توتنهام,1134906625351933952
2019-06-01 19:36:40,"#ليفربول_توتنهام 

👇👇👇👇
منتج تكبير وتضخيم القضيب 
بدون جهاز وعمليات 😴
التوصيل مجاني لباب البيت 🚑
🔥🔥🔥
ومتوفر أيضـاَ… https://t.co/MQMWXDwiwO",1134906626786377728
2019-06-01 19:36:40,"#ليفربول_توتنهام الله عليك يا فخر العرب 
غض البصر 🔥🔥 https://t.co/JVfVaLXmhv",1134906627658866689
2019-06-01 19:36:40,#ليفربول_توتنهام عيب أصلن حرام 🤣🤣 https://t.co/LVRPYMK7gL,1134906630372564992
2019-06-01 19:36:41,"#ليفربول_توتنهام

انتبهوا من النصابين https://t.co/dt2l9J1MLq",1134906633828651009
2019-06-01 19:36:42,"بغض النظر عن ميولي السبيرزية.
 إلا انه من الظلم ألا يتوج جيل الهوتسبير الحالي ببطولة قارية !!

من أمتع الأجيال الكر… https://t.co/XNmtATr2Lc",1134906635921608705
2019-06-01 19:36:42,#ليفربول_توتنهام                                                                  عاجل الشعب المصري https://t.co/gMLy4bubU8,1134906635149877248
2019-06-01 19:36:42,"#ليفربول_توتنهام
السلام عليكم انا مصممه كروت زواج الكترونيه بـ اسعار جداً مناسبه ارجو منكم الدعم برتويت عسى الله ير… https://t.co/cqHQdO8q1j",1134906638241095682
2019-06-01 19:36:43,جرحت صيام ابو مكة  #ليفربول_توتنهام https://t.co/hVMEATEeoI,1134906640623423488
2019-06-01 19:36:43,"#MohamedSalah 

#محمد_صلاح 
 #ليفربول_توتنهام https://t.co/wp38fj5QXu",1134906642468917248
2019-06-01 19:36:44,التعادل بيجي  #ليفربول_توتنهام,1134906644591255552
